user_id,average_tweets_daily,average_retweets_daily,average_hashtags,average_urls,average_followers,right_partiality,left_partiality,polarity,subjectivity,average_tweet_size,label,date
MATTHEW1STACEY,0.1414141414141414,0.050505050505050504,2.210526315789474,0.0,67.21052631578948,0.0,0.05263157894736842,0.007602339181286546,0.22836257309941518,87.57894736842105,RightTroll,2015-11-11 00:00:00
MAYLUUSSTR,204.91304347826087,24.391304347826086,1.904247250663633,0.7364429275692075,696.6488433826318,0.051194539249146756,0.10637087599544938,0.019221698991758705,0.3180701977466767,123.24592339780052,RightTroll,2017-07-27 00:00:00
MAYMAYMYY,0.6317647058823529,5.528235294117647,0.6881207028265852,0.8500763941940412,809.4789915966387,0.023300229182582125,0.04067990832696715,0.07696598890642568,0.30730432097876237,102.35867074102369,LeftTroll,2017-01-01 00:00:00
MBROWNHERE,0.0016611295681063123,0.19601328903654486,2.092436974789916,0.9747899159663865,9.882352941176471,0.03361344537815126,0.10084033613445378,0.02573590042077437,0.28808322824079124,112.73949579831933,LeftTroll,2016-01-12 00:00:00
MEGGIEMCKENZIE,0.26717557251908397,0.5267175572519084,1.0769230769230769,0.18269230769230768,246.875,0.009615384615384616,0.019230769230769232,0.026449505355755357,0.1761702707015207,59.06730769230769,HashtagGamer,2015-05-13 00:00:00
MEGGIEONEIL,0.8708530805687204,1.180094786729858,0.9560947429231658,0.23339110340843444,1700.4355863662622,0.015020219526285385,0.02079722703639515,0.04108683249533915,0.2324227443876491,70.41709994222992,HashtagGamer,2017-01-14 00:00:00
MELANYMELANIN,0.4494949494949495,10.929292929292929,0.4800266311584554,1.024189968930315,944.6566799822459,0.042387927208166885,0.06546826453617399,0.04344191659205408,0.30547124818454713,115.87727474478473,LeftTroll,2017-01-01 00:00:00
MELISSAYESIAM,0.12903225806451613,0.010752688172043012,0.2692307692307692,0.5,54.53846153846154,0.0,0.0,0.20760025564713067,0.4308730158730159,58.57692307692308,Fearmonger,2015-11-26 00:00:00
MELLYBARTON,0.043478260869565216,4.956521739130435,1.1130434782608696,0.3217391304347826,214.71304347826086,0.034782608695652174,0.02608695652173913,0.023667137210615474,0.2729576510446076,88.54782608695652,RightTroll,2015-05-13 00:00:00
MELVINSROBERTS,1.1323706377858003,4.45367027677497,0.9506678155967255,0.27358897027143475,2729.845325290823,0.016156828953037484,0.01831107281344248,0.04979691948108007,0.2639286249897516,75.52951314088754,HashtagGamer,2017-01-10 00:00:00
